num,imdb_id,number_of _posters,total_box_office,with_adjusted_box_office,total_label
7741,tt8069256,1,107914,107914,0
7742,tt0107668,9,1198,1198,0
7743,tt6195094,8,251196,251196,0
7744,tt7156144,3,25973,25973,0
7745,tt5446444,2,13228,13228,0
7746,tt5509412,2,1870,1870,0
7747,tt7392244,3,1203418,1203418,0
7748,tt6264954,3,382001,382001,0
7750,tt7406186,1,90333,90333,0
7751,tt6708044,2,3398750,3398750,0
7752,tt7385134,1,4996,4996,0
7753,tt7762982,1,580460,580460,0
7754,tt7730492,1,1818901,1818901,0
7755,tt0270569,1,1034809,1034809,0
7756,tt7956754,1,54264,54264,0
7757,tt6206834,1,17811,17811,0
7758,tt6763252,4,18524,18524,0
7759,tt7748432,1,111301,111301,0
7760,tt8053258,1,10546,10546,0
7761,tt3511928,1,1791,1791,0
7762,tt4791984,1,456,456,0
7763,tt7555552,1,85878,85878,0
7764,tt3711510,1,325905,325905,0
7765,tt7219324,4,99186,99186,0
7766,tt6214294,1,13249,13249,0
7767,tt0163456,1,3000000,3000000,0
7768,tt7509020,4,567774,567774,0
7769,tt6680730,3,349542,349542,0
7770,tt7852910,2,171313,171313,0
7771,tt7902704,2,1400093,1400093,0
7772,tt7690466,4,210248,210248,0
7773,tt7548378,5,93443,93443,0
7774,tt7002122,2,62296,62296,0
7775,tt0060959,16,13692,15428,0
7776,tt0067541,10,49458,55731,0
7777,tt6689734,4,46722,46722,0
7778,tt6597246,3,888852,888852,0
7779,tt7648416,1,736607,736607,0
7780,tt5990956,1,1915498,1915498,0
7781,tt0396592,5,48563556,69281273,2
7783,tt0351977,22,47313824,67853296,2
7784,tt0385267,13,63489752,81667392,3
7785,tt0371246,14,54344321,72533003,2
7786,tt0204313,25,43957541,62541922,2
7787,tt1945228,10,112887,112887,0
7788,tt4560008,11,278205,278205,0
7789,tt1342403,6,64918,73150,0
7790,tt0317198,36,263894551,281747901,9
7791,tt0327554,26,82145379,100013103,4
7792,tt0365957,6,50811858,68619182,2
7793,tt0335245,33,77392139,95033083,3
7794,tt0346156,29,49730854,66513110,2
7795,tt0350028,20,49928680,66588907,2
7796,tt0067409,6,33065,37163,0
7797,tt0338013,43,28089,39307,0
7798,tt0346491,63,167297191,182527003,8
7799,tt0376541,35,116177695,130989196,5
7800,tt0330793,27,54533774,69495711,2
7801,tt0372588,16,50948811,65514273,2
7802,tt0337921,21,61475984,75699806,3
7803,tt0366174,20,70326393,84338116,3
7804,tt0359517,6,31286759,45155179,1
7805,tt0374102,22,55518641,69074587,2
7806,tt0361467,12,33118854,46154881,1
7807,tt0337697,15,29356757,41874920,1
7808,tt0333766,25,36028802,47930777,1
7809,tt0300051,23,37066129,48295512,1
7810,tt0315297,12,40119848,51317640,2
7811,tt0362270,32,34806726,45061202,1
7812,tt0327437,27,72004159,82672674,3
7813,tt0327679,18,9678,9678,0
7814,tt0318974,19,23911362,33869738,1
7815,tt0339412,5,21827296,31516314,1
7816,tt0329691,16,46176322,55588014,2
7817,tt0377062,26,34009180,43153292,1
7818,tt0361841,6,21758371,30834906,1
7819,tt0403703,8,28762690,37546101,1
7821,tt0366551,26,18225165,26325237,0
7822,tt0323033,9,29948322,37880901,1
7823,tt0356150,17,20718223,28592989,1
7824,tt0332712,9,17322212,25020687,0
7825,tt0387575,23,24716190,32278939,1
7826,tt4731136,47,24499901,24499902,1
7827,tt0335559,8,16980098,24526806,0
7828,tt0360201,15,41666476,49160957,2
7829,tt4118606,16,32517,32517,0
7830,tt0337917,12,16959614,24383518,0
7831,tt0327247,21,26323969,33579062,1
7832,tt0241025,6,19123851,26290004,0
7833,tt2093991,19,1443285,1482323,0
7834,tt4181782,18,1316240,1316240,0
7836,tt3522806,58,110312958,111097911,5
7837,tt0361925,6,14469428,20900279,0
7838,tt0335121,15,16910708,23281658,0
7839,tt0363282,10,21215882,27446261,1
7840,tt4334266,20,182226,182226,0
7841,tt0367085,6,14553807,20741448,0
7842,tt0326856,15,14566246,20587719,0
7843,tt0365748,40,30332385,36351439,1
7844,tt0375173,25,35195939,41149241,1
7845,tt0352277,5,18524496,24452183,0
7846,tt0324554,13,21577076,27355411,1
7847,tt4382824,17,62075,62075,0
7849,tt0356721,12,20034713,25708340,1
7850,tt0349169,5,12512317,17948924,0
7851,tt0360139,12,12291975,17709530,0
7852,tt1800302,44,11478501,11478502,0
7853,tt3721954,18,9728506,9728506,0
7854,tt1522857,1,9992,9992,0
7855,tt0380277,3,11540112,16669050,0
7856,tt3567666,13,95743,95743,0
7857,tt0390521,10,22233808,27357963,1
7858,tt4303340,17,26403,26403,0
7859,tt4720702,11,42,42,0
7860,tt2387499,46,28804426,29355803,1
7861,tt0385004,27,92863945,97464438,4
7862,tt4538016,4,20644,21348,0
7863,tt4412528,11,22273,22273,0
7864,tt1230168,16,6423605,6423605,0
7865,tt0399877,6,10941801,15766515,0
7866,tt4106376,18,626148,626148,0
7867,tt3286560,20,310496,310496,0
7868,tt0361696,9,14811980,19439524,0
7869,tt0362269,9,17443529,21826508,0
7870,tt4572792,18,4379905,4379905,0
7871,tt0368975,4,9408183,13589595,0
7872,tt4578118,16,997,997,0
7873,tt0030643,18,22542,25286,0
7874,tt0270846,4,9355369,13403952,0
7876,tt0361620,11,10419084,14443527,0
7877,tt0332375,12,10206551,14155950,0
7878,tt0324127,12,8712564,12584811,0
7880,tt0345074,2,8047525,11624196,0
7881,tt4645330,27,7027869,7178555,0
7882,tt0340012,8,14488705,17739736,0
7883,tt0399901,1,6879730,9937388,0
7884,tt4645368,32,1262827,1262827,0
7885,tt0167456,10,28231444,31239460,1
7886,tt3262342,19,28380000,28380000,1
7887,tt4653272,4,160208,160208,0
7888,tt4652650,8,10778,10778,0
7889,tt0390221,5,34901,34901,0
7890,tt0315824,13,6626115,9502286,0
7891,tt0344510,27,69759296,72342136,3
7892,tt5734548,5,767743,767743,0
7893,tt4486986,14,278805,278805,0
7894,tt0363473,8,8292914,10833427,0
7895,tt0381681,25,11217346,13791928,0
7896,tt4258698,16,6379289,6612501,0
7897,tt0275491,26,10761,11446,0
7899,tt2262315,8,90573,90573,0
7900,tt4677924,4,43550,43550,0
7901,tt4827986,19,4475783,4475783,0
7902,tt4680182,48,4470506,4470506,0
7903,tt4552524,9,41247,41247,0
7904,tt3622110,20,728499,728499,0
7905,tt0337876,10,14603001,16816911,0
7906,tt3717252,70,81096784,81096784,4
7907,tt4385888,31,6792549,6799149,0
7908,tt2417712,10,70368,70368,0
7909,tt0331953,9,7573551,9796504,0
7910,tt2597892,12,203624,203624,0
7911,tt0379557,13,15396525,17438117,0
7912,tt0379889,19,18765585,20274118,0
7913,tt0383694,7,13353855,14948690,0
7914,tt0372824,17,83529758,85061499,4
7915,tt3387266,22,11010515,11010515,0
7916,tt0451673,1,3479302,5025658,0
7917,tt3640424,61,119520023,120984947,5
7918,tt4193394,11,3608849,3734671,0
7919,tt0410454,2,3347647,4736896,0
7920,tt4778988,6,2468683,2468683,0
7921,tt0420332,5,7017859,8320980,0
7922,tt0375104,8,2694071,3891428,0
7923,tt2693580,6,4611,4781,0
7924,tt4144190,9,595014,612416,0
7925,tt1895315,25,2001915,2001915,0
7926,tt1781058,11,710383,710383,0
7927,tt3704700,11,19365,19365,0
7928,tt0310778,5,8361736,9407835,0
7929,tt4846232,25,3225459,3225459,0
7930,tt0389326,3,3292333,4304044,0
7931,tt3881784,20,5003992,5003992,0
7932,tt4824302,48,43792859,44994899,2
7933,tt4435082,6,472,472,0
7934,tt0369702,27,39686345,40525996,1
7935,tt0313300,6,1610194,2325831,0
7936,tt4899370,13,13481502,13481502,0
7937,tt0373283,13,1310470,1885261,0
7938,tt2170427,18,23670,23670,0
7939,tt0368913,3,1971479,2472508,0
7940,tt2872518,32,96938619,96938619,4
7942,tt3608930,15,53647,55623,0
7943,tt0361862,30,8655397,9132805,0
7944,tt4986134,10,674516,674516,0
7945,tt2800050,2,8315347,8607437,0
7946,tt0359423,8,1033810,1491149,0
7947,tt4627352,9,51791,51791,0
7948,tt4225622,10,404923,404923,0
7949,tt1139592,20,3232872,3232872,0
7950,tt0345551,8,865708,1235978,0
7951,tt0377091,7,1348750,1617167,0
7952,tt5569344,1,1162014,1419988,0
7953,tt0385779,2,493905,713411,0
7955,tt0286112,25,42776032,42993305,2
7956,tt4656810,2,113853,113853,0
7957,tt0357054,9,463730,669826,0
7958,tt4714782,39,2162046,2162046,0
7959,tt4481414,33,36964656,36964660,1
7961,tt2112096,19,35672155,35848695,1
7963,tt5153236,15,6012948,6012948,0
7964,tt5066818,1,118467,122521,0
7965,tt4799066,15,12787653,12858298,0
7966,tt4255304,23,152500,152500,0
7967,tt1691916,24,16170174,16170174,0
7968,tt2277308,1,9720949,9720949,0
7969,tt1798603,40,23229371,23885111,1
7970,tt3784652,10,231969,231969,0
7971,tt4781612,26,349876,349876,0
7972,tt0058414,1,17241,19160,0
7974,tt4581576,29,261465,261465,0
7975,tt5281700,6,41020,41020,0
7976,tt0044876,13,3874,4359,0
7978,tt4104354,3,114959,119211,0
7979,tt1590193,49,102403858,102403858,5
7980,tt3967856,13,2149732,2149732,0
7981,tt5147214,14,33195,33195,0
7983,tt0420723,1,439651,595002,0
7984,tt2720826,14,6970811,6970811,0
7985,tt3835080,26,816940,845783,0
7986,tt0330099,4,630427,793204,0
7987,tt3495026,12,3496818,3559327,0
7988,tt1290138,18,9188,9526,0
7989,tt0066491,15,14586,16433,0
7990,tt0103266,1,18062,18729,0
7991,tt1472584,17,4452335,4593603,0
7992,tt5162658,8,4528185,4528189,0
7993,tt0387596,6,30298347,30430937,1
7994,tt4647900,7,22707,22707,0
7995,tt5287852,3,21553,21553,0
7996,tt4836736,3,34878,34878,0
7997,tt3253232,1,321910,333819,0
7998,tt5310090,1,106531,109370,0
7999,tt5098128,3,1052,1052,0
8000,tt5042436,17,1413912,1413912,0
8001,tt5315110,2,9542064,9542064,0
8002,tt0373024,5,290875,382347,0
8003,tt0428609,2,227241,326678,0
8004,tt5253294,18,17110000,17110000,0
8005,tt5348236,18,2185918,2185918,0
8006,tt4428762,8,691599,691624,0
8007,tt5340516,8,29282,29282,0
8008,tt4949254,2,1329593,1329593,0
8009,tt5290620,1,49108,49108,0
8010,tt5335394,8,8410,8410,0
8011,tt5340534,1,5175,5175,0
8012,tt5154466,1,2320220,2320220,0
8013,tt5332522,4,375,375,0
8014,tt4809396,2,1692423,1692423,0
8015,tt4849176,3,468254,468254,0
8016,tt4778106,2,8520685,8520685,0
8017,tt0323807,13,223878,323377,0
8018,tt1251754,3,4816,5310,0
8019,tt5389922,5,53915,53915,0
8020,tt0118771,10,717,717,0
8021,tt4788722,1,9138840,9138840,0
8022,tt4926538,9,35210425,35210425,1
8023,tt4683366,2,281755,281755,0
8024,tt5579650,3,1282424,1282424,0
8025,tt5191238,1,8698115,8698115,0
8026,tt3726012,3,69811,71410,0
8027,tt5606336,2,707378,707378,0
8028,tt4651460,7,2821972,2821972,0
8029,tt4240406,4,2437207,2437207,0
8030,tt5544368,3,7433,7433,0
8031,tt4869974,1,587896,587896,0
8032,tt4463762,3,774969,774969,0
8033,tt3100274,19,150432,150432,0
8034,tt5515022,1,8168935,8169868,0
8036,tt0345061,20,1788324,1875938,0
8037,tt3464290,3,8718,8718,0
8038,tt0408017,1,3058834,3058834,0
8039,tt5437194,3,1274753,1274753,0
8040,tt5725284,2,276632,276632,0
8041,tt5352802,2,63918,63918,0
8042,tt5328784,9,23090,23090,0
8043,tt5446858,7,111904,115959,0
8044,tt0444200,2,7080000,7080000,0
8045,tt5024766,1,805378,805378,0
8046,tt4901306,15,22226372,22226372,1
8047,tt5295358,1,968318,968318,0
8048,tt5295838,2,1343790,1343790,0
8049,tt5459644,5,10365,10365,0
8050,tt5431016,3,29996357,29996357,1
8051,tt5275844,2,3025,3025,0
8052,tt0388230,1,346106,400086,0
8053,tt0357585,4,96760,134414,0
8054,tt5525790,2,19012,19012,0
8055,tt0349416,6,70527,101872,0
8056,tt4076934,18,52821061,52821061,2
8057,tt5599016,1,19730000,19730000,0
8058,tt6423428,1,301847,301847,0
8059,tt0046004,7,29505,32525,0
8060,tt4222028,2,24603,24603,0
8061,tt5131914,4,239,239,0
8062,tt3777860,2,11913,11913,0
8063,tt3566718,3,5923,5923,0
8064,tt5436082,5,299085,299085,0
8065,tt4503096,1,246199,246199,0
8066,tt4568328,2,1821924,1821924,0
8067,tt5320892,6,483547,483547,0
8068,tt5202870,1,429870,429870,0
8069,tt5565152,2,537014,537014,0
8070,tt4419364,12,47706,47706,0
8071,tt5335128,8,37274,37274,0
8072,tt5535942,1,3088621,3088621,0
8073,tt4545630,13,2696,2696,0
8074,tt4300480,8,2404764,2404764,0
8075,tt5654282,1,1587929,1587929,0
8076,tt5356804,1,282320,282320,0
8077,tt5599702,1,34312,34312,0
8078,tt4936450,19,807431,807431,0
8079,tt5440700,10,724200,724200,0
8080,tt4085484,1,126535,126535,0
8081,tt5714554,4,6630000,6630000,0
8082,tt5492054,4,720000,720000,0
8083,tt5662556,3,819202,819202,0
8084,tt4118932,1,25511,25511,0
8086,tt2474932,14,82524,82524,0
8087,tt0415872,4,27490000,27490000,1
8088,tt5617254,2,4570000,4570000,0
8089,tt3601350,2,160450,166268,0
8090,tt4864932,7,714730,730934,0
8091,tt5211044,1,19107,19806,0
8092,tt4647784,8,1776335,1776335,0
8093,tt0126787,2,1115,1115,0
8094,tt3082854,13,644008,644008,0
8095,tt5270366,2,72829,72829,0
8097,tt2381213,5,232401,232401,0
8098,tt5649856,1,79828,79828,0
8099,tt5649762,1,16862,16862,0
8100,tt5599818,1,35989,35989,0
8101,tt5660320,1,702074,702074,0
8102,tt5275838,3,37464,37464,0
8103,tt5350584,1,7415,7415,0
8104,tt5457772,6,248,248,0
8105,tt4960242,8,120340682,120340682,6
8106,tt5190872,1,12399974,12399974,0
8107,tt5684550,3,4920000,4920000,0
8108,tt4213806,7,1933984,1933984,0
8109,tt3551042,2,797263,797263,0
8110,tt5522416,1,13592,13592,0
8111,tt5180284,1,6334,6334,0
8112,tt4273326,1,2852,2951,0
8113,tt5230166,2,750644,750644,0
8114,tt5198944,3,452661,452661,0
8115,tt3037164,7,40718,40718,0
8116,tt0134633,6,4435444,4435444,0
8117,tt0022100,20,35566,39235,0
8118,tt5106182,1,3645,3645,0
8119,tt6012792,3,302664,302664,0
8120,tt5673792,9,10514,10514,0
8121,tt0047445,6,5266,5266,0
8122,tt5021712,1,23158,23158,0
8123,tt3721462,1,10057,10057,0
8124,tt0339419,3,62544,90337,0
8125,tt4370784,15,1932263,1971684,0
8126,tt5278506,5,922709,945417,0
8127,tt5122374,17,3124890,3124890,0
8128,tt5376232,5,68051,68051,0
8129,tt5450570,4,48979,48979,0
8130,tt5518022,3,95384,95384,0
8131,tt5599906,1,14453,14453,0
8132,tt4840098,2,17729,17729,0
8133,tt5278868,2,106626,108675,0
8134,tt4919484,7,1070677,1096665,0
8135,tt3655972,11,1995812,1995812,0
8136,tt4922692,11,7328871,7329329,0
8137,tt4480494,3,687078,687078,0
8138,tt4508542,3,260039,260039,0
8139,tt4768926,3,16339,16339,0
8141,tt0095489,28,43756,45370,0
8142,tt4698584,19,1985503,1990694,0
8143,tt5278464,3,18051,18711,0
8144,tt5120640,3,130087,130087,0
8145,tt5439426,1,46084,46084,0
8146,tt0108238,23,1670000,1670000,0
8147,tt4779026,5,950000,950000,0
8148,tt4699388,25,1634488,1634488,0
8149,tt5538800,3,14485666,14485666,0
8150,tt4017052,1,167152,167152,0
8151,tt2667380,18,1411,1411,0
8152,tt5957018,2,293,293,0
8153,tt4326444,28,8794364,8801878,0
8154,tt3468352,3,269563,269563,0
8155,tt4213832,1,21825,21825,0
8156,tt4626160,1,203124,203124,0
8157,tt5671310,1,1340852,1340852,0
8158,tt5671264,1,4968,4968,0
8159,tt0758742,12,500000,500000,0
8160,tt5595240,1,327348,334882,0
8161,tt2898306,2,652081,672524,0
8162,tt4526922,1,29284,30363,0
8163,tt4621872,24,7857426,7857426,0
8164,tt5223624,1,1041716,1041716,0
8165,tt3958780,8,1672151,1731538,0
8166,tt5016028,2,27284,28291,0
8167,tt4777584,11,41614,41614,0
8168,tt3810760,3,261865,271549,0
8169,tt5033224,1,1860,1860,0
8170,tt4555674,3,41543,41543,0
8171,tt5563932,5,3254773,3254773,0
8172,tt3923388,10,111519,111519,0
8174,tt5756242,7,7741,7741,0
8175,tt5457722,3,557,557,0
8176,tt5534122,2,525937,525937,0
8177,tt0046547,2,1270000,1270000,0
8178,tt5914618,2,1070000,1070000,0
8179,tt0082927,3,17110,18873,0
8180,tt5134588,2,440413,440413,0
8181,tt5074552,1,47488,47488,0
8182,tt5674686,2,1722,1722,0
8183,tt5721654,3,204694,204694,0
8184,tt4637050,2,27329,27329,0
8185,tt4589186,11,23349,23349,0
8187,tt3741632,13,15173030,15173030,0
8188,tt4738360,19,12364,12689,0
8189,tt5275828,7,644845,666845,0
8190,tt4983736,7,20303,20303,0
8191,tt5477402,5,102677,102677,0
8192,tt6213996,1,12755,12755,0
8193,tt4559046,5,2237748,2286837,0
8194,tt5115024,17,3997150,3997150,0
8195,tt5718290,1,38100,39504,0
8196,tt4814290,3,436407,448666,0
8197,tt0083233,1,780000,780000,0
8198,tt8128672,1,460000,460000,0
8199,tt0385752,54,890000,890000,0
8200,tt3716530,28,8135434,8169322,0
8201,tt0070034,48,19348,19348,0
8202,tt5663624,2,848948,848948,0
8203,tt3903852,12,6603,6675,0
8204,tt3105662,2,4773,4773,0
8205,tt5536398,4,51485,51485,0
8207,tt5477194,4,42540,42540,0
8208,tt5341052,2,29159,29159,0
8209,tt5774904,3,7251,7251,0
8210,tt5756058,1,91689,91689,0
8211,tt4631532,8,468450,468450,0
8212,tt4176928,4,95962,95962,0
8213,tt4322714,1,3252,3252,0
8214,tt3551954,7,71916,74568,0
8215,tt5615222,1,4842,5014,0
8216,tt5610172,2,5951,5951,0
8217,tt5768558,1,1050000,1050000,0
8219,tt5684466,2,2313043,2398605,0
8220,tt4857878,1,321065,321065,0
8221,tt4228810,10,245756,245810,0
8223,tt0374639,1,56073,72435,0
8224,tt4632316,5,587132,608773,0
8225,tt0377309,18,15075228,15079643,0
8226,tt5920348,3,96044,96044,0
8227,tt5803868,2,30449,30449,0
8228,tt5777584,1,6803,6803,0
8229,tt5598206,3,57635,59767,0
8230,tt3352034,3,15587,16155,0
8231,tt2911342,15,1800000,1800000,0
8232,tt4434004,3,362702,362702,0
8233,tt4687276,5,575258,596532,0
8234,tt3809478,5,137774,142781,0
8235,tt0067900,14,48040,52995,0
8236,tt0093660,5,44230,45864,0
8237,tt5829116,1,34563,35835,0
8238,tt5526660,6,794126,794126,0
8239,tt6324764,2,1391,1391,0
8240,tt4120176,18,2550312,2559472,0
8241,tt5595168,17,6479980,6489963,0
8242,tt0299863,1,31425,44787,0
8243,tt5869634,3,385586,385586,0
8244,tt3652526,14,225287,227736,0
8245,tt5068628,1,37112,37112,0
8246,tt5814958,9,7550,7550,0
8247,tt5612148,3,6744,6744,0
8248,tt5458088,6,4419,4419,0
8249,tt6023790,1,465102,465102,0
8250,tt5462400,8,445506,445506,0
8251,tt4438844,1,7251,7517,0
8252,tt5275866,1,70950,73572,0
8253,tt4832640,8,34599781,34806936,1
8254,tt4129870,5,200242,207647,0
8255,tt4911996,4,583515,583515,0
8257,tt3172126,3,5777,5983,0
8258,tt3731176,1,903,933,0
8259,tt4169250,9,24218678,24285319,1
8260,tt5465370,4,3619170,3627284,0
8261,tt3882074,6,4365656,4442948,0
8262,tt4573516,14,3934450,3934450,0
8263,tt2186715,13,104560824,104581570,5
8264,tt4978274,4,1499605,1555075,0
8265,tt5278932,2,12080,12522,0
8266,tt0323939,10,9533964,9545081,0
8267,tt5254640,4,40294,41713,0
8268,tt2675914,22,50255,52107,0
8269,tt5278462,2,96604,99785,0
8270,tt4485246,2,44213,45846,0
8271,tt3319844,2,18092,18505,0
8272,tt4795124,18,57601006,57601006,2
8273,tt4940456,4,33565,33565,0
8274,tt4726636,20,465552,465552,0
8275,tt4365518,4,102509,105714,0
8276,tt4372736,2,90388,90388,0
8277,tt3908142,7,246212,252153,0
8278,tt0038574,8,388,388,0
8279,tt4741466,4,15544,15544,0
8280,tt1847672,2,41432,41432,0
8281,tt4211044,2,103702,103702,0
8282,tt5760484,1,1907,1907,0
8283,tt4779036,2,77153,79964,0
8284,tt4938484,4,8239,8539,0
8285,tt5258306,3,15305,15305,0
8286,tt5186714,28,4712617,4712617,0
8287,tt5187548,3,1070000,1070000,0
8289,tt0198603,1,900,1337,0
8290,tt5298558,1,49517,50136,0
8291,tt3339534,2,17575,18218,0
8292,tt3995766,2,842429,842429,0
8293,tt4065212,8,771963,771963,0
8294,tt5337758,3,172533,178916,0
8295,tt5117222,4,104094,104094,0
8296,tt4642386,4,4959,4959,0
8297,tt5243796,3,4651,4651,0
8298,tt5259966,2,23540937,23967423,1
8299,tt4572820,5,80141,83098,0
8300,tt0363095,1,105377,105377,0
8301,tt5777992,2,11271,11688,0
8302,tt4381236,8,67473,69100,0
8304,tt3689910,8,222670,230906,0
8305,tt5753212,1,806041,806041,0
8306,tt5452964,7,16020,16452,0
8307,tt1920885,8,85299261,85299261,4
8308,tt6447952,1,161000000,161000000,8
8310,tt0088727,7,184828,184828,0
8311,tt5706568,3,98468,98468,0
8312,tt5713232,3,58750,58750,0
8313,tt4244162,7,10104,10477,0
8314,tt0343135,26,173044410,212188188,8
8315,tt0337563,29,97658712,123054139,4
8316,tt2072233,26,27224309,27224310,1
8317,tt4809458,2,488113,488113,0
8318,tt3666024,27,6589872,6589872,0
8319,tt0367479,23,38329114,50909734,1
8320,tt4629266,13,23937131,23937131,1
8321,tt4469850,2,4469,4469,0
8322,tt0358349,12,28703083,39153858,1
8323,tt4048272,19,3933267,3936842,0
8324,tt4176556,5,2533,2533,0
8325,tt5562066,1,28751939,28751939,1
8326,tt6033150,8,11500000,11500000,0
8327,tt5882704,4,7693519,7694628,0
8328,tt0086022,13,18846,20792,0
8329,tt4862478,8,628502,643753,0
8330,tt4675030,3,21559,21559,0
8332,tt2671706,28,61564524,62664856,3
8333,tt0312329,4,6429865,9043866,0
8334,tt2932536,30,61697193,61697193,3
8335,tt3914332,6,254536,254536,0
8337,tt5481184,24,43338741,43344043,2
8338,tt4902904,4,2303792,2303792,0
8339,tt5860564,4,4965,4965,0
8340,tt5038358,10,14207,14211,0
8341,tt0023871,2,1056164,1056164,0
8342,tt5096628,7,48203,48203,0
8343,tt5071886,16,4299428,4443812,0
8345,tt6420776,8,1341228,1341228,0
8346,tt5755634,2,13228,13228,0
8347,tt5026484,1,2009,2009,0
8348,tt3913244,6,316359,316540,0
8349,tt3221544,2,792,792,0
8350,tt5061162,7,1905953,1905953,0
8351,tt4273292,11,126642,127709,0
8352,tt3234084,2,1146619,1146619,0
8353,tt2923088,10,90634,90634,0
8354,tt4079902,1,3000,3104,0
8355,tt5827496,3,636115,636115,0
8356,tt3679060,3,1364949,1395015,0
8357,tt5929890,2,460189,460189,0
8358,tt5294966,18,1388761,1388761,0
8359,tt3300932,4,5564,5564,0
8360,tt4835086,5,3124876,3126546,0
8361,tt5775302,2,690006,690006,0
8362,tt1273219,2,3558,3687,0
8363,tt4947738,2,227106,235339,0
8364,tt4923200,3,848731,848731,0
8365,tt3165612,22,91441,94822,0
8366,tt3384350,15,47522,47522,0
8367,tt5915304,3,5682,5682,0
8368,tt5354664,6,150811637,150811637,7
8369,tt4265508,6,62813,62813,0
8370,tt4110400,7,2759296,2759296,0
8371,tt5774012,8,122126,122126,0
8372,tt3842614,3,21291,21291,0
8373,tt5375324,2,11437,11437,0
8374,tt4262980,24,75612484,75683068,3
8375,tt5165344,8,1469794,1502348,0
8376,tt3859980,9,1680885,1727655,0
8377,tt0167260,107,1141403341,1321600870,9
8378,tt5097070,7,1144285,1146596,0
8379,tt5953594,5,1133,1133,0
8380,tt0119738,21,5711313,5714157,0
8381,tt6150988,2,530000,530000,0
8382,tt5459730,2,903779,903779,0
8383,tt5495270,3,16343,16343,0
8384,tt0143334,2,12737,12737,0
8385,tt6122194,1,38771,38771,0
8386,tt5182856,7,23217,23217,0
8387,tt5777808,1,44367,44367,0
8388,tt4196832,2,39928,41397,0
8389,tt2461520,11,4072,4072,0
8390,tt4494094,2,18851,19546,0
8391,tt3489996,2,25347,25347,0
8392,tt5931144,1,289938,289938,0
8393,tt5912454,3,21626,22425,0
8394,tt5896962,8,92263920,92263920,4
8395,tt6091936,4,41230000,41230000,2
8396,tt5842624,6,24720000,24720000,1
8397,tt5874548,3,5270000,5270000,0
8398,tt4960594,3,423161,423161,0
8400,tt0102744,21,84333,84333,0
8402,tt3976144,17,12544,13007,0
8403,tt4926822,5,267694,267694,0
8404,tt5133308,8,770213,770213,0
8405,tt5375040,7,110408,114176,0
8407,tt1714917,7,507062,523358,0
8408,tt5226330,2,19308,19308,0
8410,tt1520323,1,110089,112684,0
8411,tt3652964,2,4757,4757,0
8412,tt5632302,5,3377,3377,0
8413,tt5958304,9,1694,1694,0
8414,tt5226436,4,114437,114437,0
8415,tt5235880,6,131962,131962,0
8416,tt5040624,5,211437,211437,0
8417,tt5271442,2,38403,38403,0
8418,tt4685270,2,11548,11975,0
8419,tt5425264,7,3359866,3359866,0
8420,tt0317352,1,22508,22508,0
8421,tt5851492,1,27220,27220,0
8422,tt4011010,5,6271,6271,0
8423,tt4497338,5,2178,2178,0
8424,tt0274201,1,1504,1504,0
8425,tt2538222,5,1365117,1365117,0
8426,tt0332458,2,6017,6017,0
8427,tt3480158,8,12532,12532,0
8428,tt4621630,6,992626,992626,0
8429,tt4554186,1,8109,8109,0
8430,tt3137630,2,5511343,5511343,0
8431,tt1227183,4,3895661,3895661,0
8432,tt6419748,1,1684,1684,0
8433,tt0056052,2,1134,1134,0
8434,tt5502946,17,393195,393195,0
8436,tt4054654,17,69322,69322,0
8437,tt5743858,1,17391,17391,0
8438,tt7034918,2,1650000,1650000,0
8439,tt1977755,4,160000,160000,0
8440,tt5016946,5,138424,138424,0
8441,tt4196848,9,685780,711142,0
8442,tt4161564,5,205179,205179,0
8443,tt2936884,12,908827,908827,0
8444,tt5129682,7,74712,77474,0
8445,tt3955894,8,211637,213860,0
8446,tt5278578,3,14109,14630,0
8447,tt5221584,13,610414,620987,0
8448,tt5487524,5,504145,504145,0
8450,tt5591458,1,4758094,4758094,0
8451,tt4747848,2,63244,63244,0
8452,tt5971724,2,150796,156157,0
8453,tt2321405,26,558588,558588,0
8454,tt4806012,9,7145405,7145405,0
8455,tt5378224,2,23278,23278,0
8456,tt3215826,8,2559,2559,0
8457,tt4559006,4,26403742,26561516,1
8458,tt4687848,18,101514125,101514125,5
8459,tt6449114,1,6420000,6420000,0
8460,tt5722234,2,1456006,1456006,0
8461,tt5372466,5,163273,163273,0
8462,tt5943306,2,53497,53497,0
8463,tt5960464,3,78841,78841,0
8464,tt3330764,7,101263,101263,0
8465,tt5278592,3,27364,28306,0
8467,tt5078354,10,501955,501955,0
8468,tt0778867,1,882948,882948,0
8469,tt5029608,31,2766092,2766092,0
8470,tt6029122,2,963055,963055,0
8471,tt4195278,1,1363,1363,0
8472,tt5143704,3,455,466,0
8473,tt4954522,19,3104666,3104666,0
8474,tt0094625,45,70695,70695,0
8475,tt4670016,6,4382,4382,0
8476,tt4704422,4,157938,157938,0
8477,tt4731504,4,13800,13800,0
8478,tt4547514,4,271862,271862,0
8479,tt4378066,7,73038,73038,0
8480,tt3584954,2,88431,88431,0
8481,tt5535814,3,18123,18792,0
8482,tt5777628,2,350054,350054,0
8483,tt3865238,5,19310,19310,0
8484,tt4197642,5,161310,161310,0
8485,tt5926848,1,2530,2530,0
